ID;Active (0/1);Manufacturer;Family;Categories (x,y,z...);Image URLs (x,y,z...);Name *;Short description;Description;Volume;Weight;Width;Height;Depth;Reference #;EAN13;UPC;ASIN;ART;Reference;Default shop;Base price;Wholesale price;Price tax excluded or Price tax included;Quantity;Status
1;1;"BioVera
";;Eyecare;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0BwJ0gBeyl6Lyfm13SkdMclFkUWJFcHZpeVNXY2FFU2RETDVtMjRDajNUWkNzamZ1bFFYNDA/0B5KHR8oiWOnAfm5uc1Y4VWYxN2t6ekpXOFhMcmxxejhDWjYzMF9sTnN0SFFUTDB3VlZuYlU/0B5KHR8oiWOnAM2RmQmRyZHN6NEU;Firming Eye Serum Roll-on;"Firming Eye Serum is an roll-on formula that moisturizes, firms and 
tones the skin and is intended to visibly reduce the appearance of dark
circles, fine lines and puffiness around the eye area, as well as 
toning, firming and moisturizing the skin.";;10;;;;;bv;;;;10004;BV10004;Main;;;£5.99;3;1
1;1;"BioVera
";;Moisturiser;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0BwJ0gBeyl6Lyfm13SkdMclFkUWJFcHZpeVNXY2FFU2RETDVtMjRDajNUWkNzamZ1bFFYNDA/0B5KHR8oiWOnAfm5uc1Y4VWYxN2t6ekpXOFhMcmxxejhDWjYzMF9sTnN0SFFUTDB3VlZuYlU/0B5KHR8oiWOnAM2RmQmRyZHN6NEU;Tinted Cream 3 tones;"Ideal for all skin types &ages (from greasy to normal and mature) 
including those with delicate skin. A new, comforting, eco-bio treatment
perfectly suitable for delicate skin, with multiple skincare and makeup
benefits: It gives a natural Ðlooking, smooth-feeling finish: hydrates,
soothes and evens out skin tones.";;30;;;;;bv;;;;10005;BV10005;Main;;;£8.50;3;1
1;1;"BioVera
";;Moisturiser;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0BwJ0gBeyl6Lyfm13SkdMclFkUWJFcHZpeVNXY2FFU2RETDVtMjRDajNUWkNzamZ1bFFYNDA/0B5KHR8oiWOnAfm5uc1Y4VWYxN2t6ekpXOFhMcmxxejhDWjYzMF9sTnN0SFFUTDB3VlZuYlU/0B5KHR8oiWOnAM2RmQmRyZHN6NEU;Prevent Face Cream 20-30;"The light texture of the Body Butter is perfect for all skin types that 
desire a soft yet rich moisturizer, infused with a delicious scent: Warm
Amber.";;30;;;;;bv;;;;10006;BV10006;Main;;;£11.50;3;1
1;1;"BioVera
";;Moisturiser,Anti-aging;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0BwJ0gBeyl6Lyfm13SkdMclFkUWJFcHZpeVNXY2FFU2RETDVtMjRDajNUWkNzamZ1bFFYNDA/0B5KHR8oiWOnAfm5uc1Y4VWYxN2t6ekpXOFhMcmxxejhDWjYzMF9sTnN0SFFUTDB3VlZuYlU/0B5KHR8oiWOnAM2RmQmRyZHN6NEU;Minimise Face Cream 30-40;"More focused on first signs of aging & skin stress, which may begin 
to be troublesome: an active comfort against first wrinkles, fine & 
mimic lines. This eco-bio anti-aging moisturizer is loaded with natural 
ingredients will also help preserve the natural beauty and radiance of 
our skin.";;30;;;;;bv;;;;10007;BV10007;Main;;;£12.90;3;1
1;1;"BioVera
";;Moisturiser,Anti-aging;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0BwJ0gBeyl6Lyfm13SkdMclFkUWJFcHZpeVNXY2FFU2RETDVtMjRDajNUWkNzamZ1bFFYNDA/0B5KHR8oiWOnAfm5uc1Y4VWYxN2t6ekpXOFhMcmxxejhDWjYzMF9sTnN0SFFUTDB3VlZuYlU/0B5KHR8oiWOnAM2RmQmRyZHN6NEU;Repair Face Cream 40-50+;"More focused on diminishing the appearance of wrinkles, laugh lines and 
other cosmetic signs of age on mature and problematic or dry, depleted 
skin. Highly concentrated eco-bio formula that helps to improve skinÕs 
texture by visibly replumping and wrinkles for smooth, luminous, 
youthful-looking skin.";;30;;;;;bv;;;;10008;BV10008;Main;;;£15.50;3;1
1;1;Erbario Toscano;;Hands;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0BwJ0gBeyl6LyfnFzUjc0VGRlVjBDZ1RmTDNsMnA5ZDFPSFRfYW1UZWJBbTdRTEJ6WXR4eEU/0B5KHR8oiWOnAflJrR2ItTzlmZlpfRUF0aDc4YldVQXN2U2FDNC1tTENPQU1NekpIZENDSVU;PURE ROSE - HAND CREAM ULTRA RICH - SILK EFFECT 3R BIOCOMPLEX;"3R BIOCOMPLEX a blend containing extracts of 3 organic 
Roses (Rose Hip, Damask and Centifolia). Favours the proper hydro-lipid 
balance encouraging softness, for a more compact skin. Protects the skin
from external aggressions and physiological aging";;100;;;;;et;;;;334661;ET334661;Main;;;£11.99;6;1
1;1;Erbario Toscano;;Anti-aging;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0BwJ0gBeyl6LyfnFzUjc0VGRlVjBDZ1RmTDNsMnA5ZDFPSFRfYW1UZWJBbTdRTEJ6WXR4eEU/0B5KHR8oiWOnAflJrR2ItTzlmZlpfRUF0aDc4YldVQXN2U2FDNC1tTENPQU1NekpIZENDSVU;PURE ROSE - ANTI-AGE FACE CREAM FILLER EFFECT 3R BIOCOMPLEX;;;50;;;;;et;;;;334722;ET334722;Main;;;£34.99;6;1
1;1;Erbario Toscano;;Moisturiser;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0BwJ0gBeyl6LyfnFzUjc0VGRlVjBDZ1RmTDNsMnA5ZDFPSFRfYW1UZWJBbTdRTEJ6WXR4eEU/0B5KHR8oiWOnAflJrR2ItTzlmZlpfRUF0aDc4YldVQXN2U2FDNC1tTENPQU1NekpIZENDSVU;OLIVE COMPLEX - HYDRATATING & ILLUMINATING FACE CREAM;"OLEA-TECH The exclusive active complex derived 100% from active molecules
from the Olive tree constitutes a source of energy that ensures 
nutrients, hydration and a natural protection from oxidative stress and 
UV induced damages";;50;;;;;et;;;;334937;ET334937;Main;;;£34.50;6;1
1;1;Erbario Toscano;;Gifts;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0BwJ0gBeyl6LyfnFzUjc0VGRlVjBDZ1RmTDNsMnA5ZDFPSFRfYW1UZWJBbTdRTEJ6WXR4eEU/0B5KHR8oiWOnAflJrR2ItTzlmZlpfRUF0aDc4YldVQXN2U2FDNC1tTENPQU1NekpIZENDSVU;GIFT SET PURE ROSE Shower Bath & Hand Cream;"OLEA-TECH The exclusive active complex derived 100% from active molecules
from the Olive tree constitutes a source of energy that ensures 
nutrients, hydration and a natural protection from oxidative stress and 
UV induced damages";;;;;;;et;;;;334906;ET334906;Main;;;£25.00;6;1
1;1;Erbario Toscano;;Gifts;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0BwJ0gBeyl6LyfnFzUjc0VGRlVjBDZ1RmTDNsMnA5ZDFPSFRfYW1UZWJBbTdRTEJ6WXR4eEU/0B5KHR8oiWOnAflJrR2ItTzlmZlpfRUF0aDc4YldVQXN2U2FDNC1tTENPQU1NekpIZENDSVU;BLACK PEPPER GIFT SET Shower Bath Vegetal Soap;"The black pepper shower bath brings forth the power of the intensity of 
the perfume and the nourishing and protective active principles of its 
formula. Cleanses gently without aggressing the natural PH of the skin. 
Does not contain paraben.";;;;;;;et;;;;334937;ET334937;Main;;;£22.99;6;1
1;1;Skin&Co;;Lotion;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAampRaDhKblNXUTg;SICILIAN BODY LOTION;"The soothing Vitamin C properties have met the delicious notes and 
properties of Sicilian Orange, Jojoba Oil and Almond Oil creating a body
lotion that is rich but light, delicately fragranced and highly 
hydrating. A natural blend of natural properties to smooth and 
moisturize the skin from sun to sun down!";;230;;;;;sc;;;;8 88265 60303;SC88826560303;Main;;;£16.50;6;1
1;1;Skin&Co;;Moisturiser;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAampRaDhKblNXUTg;SICILIAN LIGHT CREAM Brightening Face;"The Sicilian Lightª is an authentic blend of Science and time tested 
botanicals. The exclusive active Ingredients contained in it deliver 
intense hydration, while brightening, softening, tightening your skin 
and evening skin tone. We recommend Sicilian Lightª Serum for best 
results.";;30;;;;;sc;;;;8 88265 60406;SC88826560406;Main;;;£20.99;6;1
1;1;Skin&Co;;Serum;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAampRaDhKblNXUTg;SICILIAN LIGHT SERUM Day Brightening;"Sicilian Lightª Serum has been formulated to offer a triple action: 
brighten, soften and tighten you skin while providing active ingredients
to boost Collagen, minimize the appearance of wrinkles and fine 
lines,as well as, even skin tone.";;30;;;;;sc;;;;8 88265 60402;SC88826560402;Main;;;£27.00;6;1
1;1;Skin&Co;;Cleanser & Face Wash;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAampRaDhKblNXUTg;SICILIAN LIGHT FOAM Brightening Cleansing;"We have created the ultimate daily face cleanser! Enriched with Italian 
Purified water and Sicilian Orange, this products cleanses without 
stripping the skin, brightens, helps restoring the balance of your skin 
and eliminates impurities.";;175;;;;;sc;;;;8 88265 60405;SC88826560405;Main;;;£15.95;6;1
1;1;Skin&Co;;Anti-aging;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAdkgyU2NsdDUtUFk;TRUFFLE THERAPYª CREAM Anti-aging Regenerative;This lotion with truffle extract is a game changer for your skin. You feel the difference right away and you will see long term benefits. Also contains African Shea Butter, a rich, luxurious moisturizing butter with super hydrating qualities. Rosemary and Allantoin both eliminate redness and stimulate cell regeneration while the Echinacea extract helps to prevent UVA-UVB damage to the skin;;30;;;;;sc;;;;8 88265 60201;SC88826560201;Main;;;£ 38.95;6;1
1;1;Skin&Co;;Anti-aging;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAdkgyU2NsdDUtUFk;TRUFFLE THERAPYª SERUM Anti-Aging;Formulated around the undiscovered properties of Truffle, Truffle Therapy Serum is infused with potent skin-renewing ingredients. Carefully handcrafted in Umbria, Italy, it restores skin with undetected radiance. Fine lines start fading, roughness is surrendered, silky smoothness is immediately and skin looks firmer and brighter. Creating a healthy, youthful looking completion.;;30;;;;;sc;;;;8 88265 60202;SC88826560202;Main;;;£ 37.95;6;1
1;1;Skin&Co;;Moisturiser,Anti-aging;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAdkgyU2NsdDUtUFk;TRUFFLE BODY MILK;Created to be food for your skin, it is rich in anti-oxidants, vitamins and acids essential for skinÕs health. Premium ingredients are combined to make this Milk, the uber product it is! Rich in Truffle Extract, Olive Oil Shea Butter, Argan Oil and Hyluronic Acid, it takes your skin on a luxury trip while boosting the skin with potent antioxidants to bring back tone & firmness;;230;;;;;sc;;;;8 88265 60103;SC88826560103;Main;;;£ 17.50;6;1
1;1;Skin&Co;;Cleanser & Face Wash;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAdkgyU2NsdDUtUFk;TRUFFLE CLEANSING FOAM;"Enriched with purified Italian Water, this cleanser brings more to your 
skin than just a clean, fresh feeling. Let the Truffle purify your skin 
from impurities that may cause skin aging! The Truffle Cleansing Foam, 
brightens, hydrates and brings back tone to your skin when used daily!";;175;;;;;sc;;;;8 88265 60206;SC88826560206;Main;;;£ 13.99;6;1
1;1;Skin&Co;;Moisturiser;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAazljdVgweWg1UWs;CITRUS AMARO Super re-charging facial oil;This decadent antioxidant blend of oils and extracts allows your skin to drink it in, plumping your fine lines and wrinkles & protecting your skin against harsh elements.;;30;;;;;sc;;;;8 88265 60603;SC88826560603;Main;;;£19.90;6;1
1;1;Skin&Co;;Bath & Shower;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAazljdVgweWg1UWs;CITRUS AMARO shower gel;"A refreshing yet sophisticated scent. The Body Lotion with a little 
Va-Va-Voom. This Body Lotion is rich in Vitamin C, famous for its 
ability to sooth, protect and renew the skin";;230;;;;;sc;;;;8 88265 60601;SC88826560601;Main;;;£8.99;6;1
1;1;Skin&Co;;Lotion;https://drive.google.com/drive/u/0/folders/0B5KHR8oiWOnASmNRLUlfZFpxME0/0B5KHR8oiWOnAflFXZFYwR3RmWTZ0VHA2aHVscTNqLVl5anpjS0VaX2FJaXVKdThBMDBuVTQ/0B_F-dmzgcwonfmR3ODF2X0kwTDRUX0c0R0stYm45alR1eHpqWWdTa2J1X0pVQ2xKWVJxMTA/0B5KHR8oiWOnAfjVTZ1htZ3o1OTFNODNtRlVUZ1Y3TnByb1VJZUZCS2ZLYS1HdE1XcnhjRmc/0B5KHR8oiWOnAazljdVgweWg1UWs;CITRUS AMARO body lotion;The Citrus Amaro Hydrating Showergel preps your skin for the day. The rich, sulfate-free lather, simulates and moisturizes your skin while giving irradiating your bath with soft and pleasant aroma. It removed dirt and impurities while leaving the skin irresistibly soft and clean.;;230;;;;;sc;;;;8 88265 60602;SC88826560602;Main;;;£12.99;6;1
1;1;Saponifiocio Rondinella;;Bath & Shower;;Soap Lily of Amalfi;;;;200;;;;sr;;;;1;SR000001;Main;;;£3.99;24;1
1;1;Saponifiocio Rondinella;;Bath & Shower;;Soap Iris di Toscana;;;;200;;;;sr;;;;2;SR000002;Main;;;£3.99;24;1
1;1;Saponifiocio Rondinella;;Bath & Shower;;Soap Rose;;;;200;;;;sr;;;;3;SR000003;Main;;;£3.99;24;1
1;1;Saponifiocio Rondinella;;Bath & Shower;;Soap Orange Blossom;;;;200;;;;sr;;;;4;SR000004;Main;;;£3.99;24;1
